,player_id,team_id,team_name,player_name,level_y,country_y,matches_played,cumulative_conceded,cumulative_pass_value,cumulative_claims,cumulative_saves,attempted_passes,level_weight,rate_conceded,rate_claims,rate_saves,success_rate_passes,percentile_rate_conceded,percentile_rate_claims,percentile_rate_saves,percentile_pass_success,general_metric,general_metric_rank,player_role,cumulative_progressive,cumulative_tackle_value,cumulative_int_value,cumulative_block_value,cumulative_clearance_value,cumulative_rec_value,cumulative_g_duel_value,cumulative_a_duel_value,cumulative_cross_value,cumulative_shots,cumulative_is_goal,cumulative_progressivecv,cumulative_key_pass_value,cumulative_dribble_value,cumulative_assist,attempted_tackles,attempted_ground_duels,attempted_aerial_duels,attempted_crosses,attempted_dribbles,attempted_shots,rate_progressive,rate_progressive_carries,rate_clearance_value,rate_rec_value,rate_int_value,rate_block_value,rate_carries,success_rate_tackles,success_rate_ground_duels,success_rate_aerial_duels,success_rate_crosses,success_rate_dribbles,shot_accuracy,percentile_success_rate_passes,percentile_success_rate_tackles,percentile_rate_int_value,percentile_rate_block_value,percentile_success_rate_ground_duels,percentile_success_rate_aerial_duels,percentile_rate_clearance_value,percentile_success_rate_crosses,percentile_rate_progressive,percentile_rate_rec_value,cumulative_ground_duel_value,cumulative_aerial_duel_value,attempted_key_passes,attempted_assists,rate_key_pass_value,rate_dribble_value,rate_assist,rate_ground_duels,rate_aerial_duels,rate_tackle_value,success_rate_key_passes,success_rate_assists,percentile_pass_value,percentile_progressive,percentile_key_pass_value,percentile_dribble_value,percentile_tackle_value,percentile_ground_duels,percentile_aerial_duels,percentile_assists,rate_goals,percentile_goals,cumulative_dribbles,cumulative_assists,cumulative_crosses,cumulative_ground_duels,cumulative_aerial_duels,rate_dribbles,rate_shots,rate_assists,rate_crosses,success_rate_shots,percentile_dribbles,percentile_shots,percentile_crosses
2841,66eaad5feff2d05c8a286895,65fcc05577b6ca0cc724ea91,Bendel Insurance FC Feeders,Saturday Godwin Meelubari,Under 17,Nigeria,3,,,,,,0.6,,,,,,,,,0.5317922077922078,91.19318181818183,Left Winger,,,,,,,,,,2.0,0.0,11.0,1.0,,,,2.0,2.0,11.0,12.0,7.0,,3.6666666666666665,,,,,,,0.5,0.5,0.18181818181818182,0.8333333333333334,,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,,,,66.61931818181817,,,83.38068181818183,75.85227272727273,96.875,0.0,34.80113636363637,10.0,2.0,2.0,1.0,1.0,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2857142857142857,70.0284090909091,51.70454545454546,71.02272727272727
3483,64457c4dd6d0ac78cefebe85,64456b49d6d0ac78cefebde7,Sporting Lagos,Saturday Okon,First Team,Nigeria,14,,,,,,1.0,,,,,,,,,0.5046071428571428,92.4812030075188,"Center Forward,Right Winger,Left Winger",,,,,,,,,,7.0,2.0,5.0,3.0,,,,2.0,14.0,15.0,8.0,14.0,,0.35714285714285715,,,,,,,1.0,0.6428571428571429,0.4,0.375,,,,,,,,,,,,,,,,0.21428571428571427,,,0.14285714285714285,0.6428571428571429,,,,,,65.48872180451127,,,93.00751879699249,83.45864661654136,42.18045112781955,0.14285714285714285,69.17293233082707,3.0,0.0,6.0,2.0,9.0,0.21428571428571427,0.5,0.0,0.42857142857142855,0.5,62.10526315789474,61.503759398496236,90.07518796992481
2497,6615d7784640549577940c98,6615c886464054957794098c,Tiko United FC,Sawai Kelly,Under 21,Cameroon,1,,17.0,,,23.0,0.8,,,,0.7391304347826086,,,,,1.5248695652173914,83.46666666666667,Attacking Midfielder,11.0,0.0,3.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,2.0,0.0,11.0,0.0,,,3.0,,,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,41.733333333333334,87.86666666666667,29.86666666666667,84.8,18.0,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
2530,66f6af7c7a1857b62e32a622,66f694867a1857b62e329ea2,Jnr Danburam FC,Sa’adu muhammed,Under 21,Nigeria,6,,74.0,,,100.0,0.8,,,,0.74,,,,,1.242737777777778,74.66666666666667,Attacking Midfielder,45.0,4.0,3.0,,,,,,,3.0,1.0,0.0,3.0,8.0,1.0,6.0,0.0,3.0,,9.0,0.0,7.5,0.0,,,0.5,,,0.6666666666666666,0.0,0.0,,0.8888888888888888,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,1.3333333333333333,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,42.13333333333333,72.0,80.13333333333334,68.93333333333334,53.86666666666666,36.8,33.2,86.26666666666667,0.16666666666666666,82.13333333333334,,,,,,,,,,,,,
3286,66e71d1c2604ad5082ba0359,65edf5f8c1d4f4a38095d87e,B.E ARENA FA,Sebastian Nnoromlele,Under 19,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,30.627306273062732,,,37.08487084870848,34.87084870848708,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.985239852398525,26.199261992619927,32.10332103321033
880,66daaf11b0bc1ed03af29942,65dbb1c0f116cb77dcf9c360,LionHeart Elite Sports Academy,Sefianu Oseni,Under 19,Cameroon,2,,36.0,,,43.0,0.7,,,,0.8372093023255814,,,,,1.0333546511627905,27.164179104477608,Left Back,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.25,0.0,0.0,72.83582089552239,56.865671641791046,8.805970149253731,26.865671641791046,35.97014925373134,24.17910447761194,10.44776119402985,78.80597014925374,46.56716417910447,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,66dde3dd8cc6e1a85c1817b1,65e842d1703f40d19478fd82,Utility Sports FC,Segule Msen,Under 21,Nigeria,3,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,"Right Winger,Left Winger,Attacking Midfielder,Supporting Striker",,,,,,,,,,1.0,0.0,3.0,1.0,,,,0.0,0.0,2.0,3.0,1.0,,1.0,,,,,,,0.0,0.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,,,0.0,0.0,,,,,,69.55719557195572,,,37.08487084870848,34.87084870848708,41.32841328413284,0.0,38.00738007380074,2.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,62.54612546125461,94.64944649446494,90.22140221402213
306,65c0b6388764bfc78a064695,65c0ac728764bfc78a064638,GBAGADA FC,Segun Alfred,Under 21,Nigeria,8,,209.0,,,280.0,0.8,,,,0.7464285714285714,,,,,3.2937142857142856,95.10086455331412,"Right Back,Left Back,Center Back",155.0,23.0,35.0,7.0,19.0,0.0,4.0,1.0,6.0,11.0,4.0,2.0,2.0,3.0,0.0,25.0,5.0,2.0,30.0,3.0,0.0,19.375,0.25,2.375,0.0,4.375,0.875,0.25,0.92,0.8,0.5,0.2,1.0,0.0,47.83861671469741,63.68876080691642,84.72622478386167,79.82708933717579,81.26801152737752,61.67146974063401,63.68876080691642,69.02017291066282,93.37175792507205,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,663b641bda3fe0c048f0a1c2,663b5c6ada3fe0c048f09d4f,Oyomesi FC,Segun Emilola,Under 21,Nigeria,1,,17.0,,,21.0,0.8,,,,0.8095238095238095,,,,,1.4121904761904762,80.0,Attacking Midfielder,9.0,1.0,1.0,,,,,,,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,,1.0,0.0,9.0,0.0,,,1.0,,,0.5,0.0,1.0,,1.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,62.26666666666667,79.60000000000001,29.86666666666667,84.8,44.266666666666666,36.8,92.80000000000001,41.86666666666667,1.0,97.46666666666667,,,,,,,,,,,,,
777,66ccc0530aef59c3b5f17a8b,66cc5c112fbe4325c5b7d3c1,Kasam Football Academy,Segun Makinde,Under 21,Nigeria,1,,13.0,,,16.0,0.8,,,,0.8125,,,,,1.7049999999999998,57.91044776119403,Left Back,9.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,61.19402985074627,81.49253731343283,8.805970149253731,97.01492537313433,35.97014925373134,86.56716417910447,69.25373134328359,30.29850746268657,52.23880597014925,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,65db33f732d020b358bbc5a3,65db263f8336839e8680b0bd,Shooting Stars SC U-17,Segun Oke,-,Nigeria,3,7.0,13.0,1.0,3.0,80.0,1.0,2.3333333333333335,0.3333333333333333,1.0,0.1625,84.42906574394463,60.89965397923876,29.757785467128027,1.0526315789473684,0.14958333333333323,17.543859649122805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464,66f9d0c9d42a5b04e5bf1cff,65ddbe521210f28c0e4a5264,Starbase FC,Segun Oladapo,-,Nigeria,1,,17.0,,,18.0,1.0,,,,0.9444444444444444,,,,,2.022777777777778,92.26666666666667,Attacking Midfielder,12.0,1.0,2.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,12.0,0.0,,,2.0,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.73333333333333,90.93333333333334,29.86666666666667,27.866666666666667,84.13333333333334,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
1421,6666d3ec669740586ad3ad8f,6357f48c3db37335f7e60ef6,Positive Football Academy,Segun Olayinka,Under 21,Nigeria,6,,28.0,,,60.0,0.8,,,,0.4666666666666667,,,,,1.3079999999999998,27.768860353130016,"Center Back,Right Back",11.0,5.0,23.0,4.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,1.8333333333333333,0.0,4.333333333333333,0.0,3.8333333333333335,0.6666666666666666,0.0,0.625,0.0,1.0,0.0,0.0,0.0,4.49438202247191,39.24558587479936,80.57784911717496,71.91011235955057,35.63402889245586,87.56019261637239,70.46548956661316,42.45585874799358,8.186195826645266,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,6679adbce89ec16e5a9d4864,660ecab44e080294e44d67f7,Zion Liberty FC,Segun Solomon,-,Nigeria,1,,10.0,,,14.0,1.0,,,,0.7142857142857143,,,,,0.8714285714285714,18.73198847262248,"Right Back,Left Back,Center Back,Defensive Midfielder",4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,36.31123919308357,82.27665706051873,10.086455331412104,24.927953890489913,35.158501440922194,24.927953890489913,7.492795389048991,29.394812680115272,17.002881844380404,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,660b3f274c68683a6dca570a,65a5243c9b7a8e25ec135914,Sporting Lagos Football Academy,Segun William,Under 19,Nigeria,1,,19.0,,,23.0,0.7,,,,0.8260869565217391,,,,,2.1438260869565218,64.04494382022472,Center Back,16.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.48314606741573,13.402889245585875,70.86677367576245,21.187800963081862,35.63402889245586,87.56019261637239,51.28410914927769,42.45585874799358,79.53451043338684,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,65c122ec8764bfc78a0657f7,658d3dde385c5ca22a38be42,Valiant FC,Segun Yekini,-,Nigeria,3,,89.0,,,106.0,1.0,,,,0.839622641509434,,,,,3.72062893081761,95.52238805970148,Left Back,58.0,1.0,8.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,19.333333333333332,0.6666666666666666,0.6666666666666666,0.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.0,73.73134328358208,81.49253731343283,67.01492537313433,63.88059701492538,35.97014925373134,86.56716417910447,25.37313432835821,30.29850746268657,89.40298507462686,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,65e132b990d7917600e4110a,65e128ecb3ea46a7ca46955e,Rivers United U-17,Seiyefa Jackson,Under 17,Nigeria,7,,,,,,0.6,,,,,,,,,0.6152999999999998,97.29323308270676,Supporting Striker,,,,,,,,,,19.0,7.0,6.0,12.0,,,,1.0,6.0,6.0,6.0,40.0,,0.8571428571428571,,,,,,,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,,,,,,1.7142857142857142,,,0.14285714285714285,0.5714285714285714,,,,,,98.34586466165413,,,93.00751879699249,84.88721804511277,90.22556390977444,1.0,94.3609022556391,6.0,2.0,3.0,1.0,4.0,0.8571428571428571,2.7142857142857144,0.2857142857142857,0.42857142857142855,0.475,87.89473684210526,54.88721804511278,92.63157894736842
1969,6637829e8a9186111db455bd,662ffd919552eb896e455834,Collins Edwin Sports Club,Selim Rabiu,Under 21,Nigeria,1,,20.0,,,26.0,0.8,,,,0.7692307692307693,,,,,2.3907692307692305,93.95161290322581,Central Midfielder,18.0,1.0,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,18.0,0.0,,,2.0,,,1.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.91935483870967,94.85887096774194,31.75403225806452,27.116935483870968,82.15725806451613,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
2867,65c0b7698764bfc78a0646d9,65c0ac728764bfc78a064638,GBAGADA FC,Semiu Fagbayi,Under 21,Nigeria,9,,,,,,0.8,,,,,,,,,0.4633236714975846,83.80681818181817,"Left Winger,Right Winger,Supporting Striker,Center Forward",,,,,,,,,,15.0,5.0,9.0,2.0,,,,3.0,6.0,23.0,10.0,27.0,,1.0,,,,,,,1.0,0.8333333333333334,0.08695652173913043,0.6,,,,,,,,,,,,,,,,0.2222222222222222,,,0.3333333333333333,0.5555555555555556,,,,,,56.96022727272727,,,94.0340909090909,83.66477272727273,43.60795454545455,0.5555555555555556,89.63068181818183,6.0,0.0,2.0,3.0,5.0,0.6666666666666666,1.6666666666666667,0.0,0.2222222222222222,0.5555555555555556,58.66477272727273,66.33522727272727,65.3409090909091
3554,660b41e54c68683a6dca57c2,65a5243c9b7a8e25ec135914,Sporting Lagos Football Academy,Sende Jigjigh,Under 19,Nigeria,2,,,,,,0.7,,,,,,,,,0.40950000000000003,81.80451127819549,Center Forward ,,,,,,,,,,3.0,1.0,0.0,1.0,,,,2.0,2.0,4.0,0.0,4.0,,0.0,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.5,,,1.0,1.0,,,,,,80.75187969924812,,,93.00751879699249,94.28571428571428,42.18045112781955,0.5,83.00751879699249,0.0,0.0,0.0,2.0,2.0,0.0,1.5,0.0,0.0,0.75,30.15037593984962,83.53383458646616,38.27067669172932
326,6666d02116aa5031906b781d,6666c9cf16aa5031906b76cd,Imperial FC,Sesugh Kenneth,Under 21,Nigeria,1,,29.0,,,38.0,0.8,,,,0.7631578947368421,,,,,2.9058526315789477,89.33717579250721,Right Back,20.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,1.0,0.0,55.61959654178674,15.706051873198849,81.55619596541787,24.927953890489913,35.158501440922194,53.45821325648416,7.492795389048991,69.02017291066282,94.23631123919309,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,660d3fc5b0dd27e265dc1e6b,65faa3a3d1b643df8c93170e,Fima football club,Seth Ishiaku,Under 21,Nigeria,5,,125.0,,,152.0,0.8,,,,0.8223684210526315,,,,,2.9585894736842104,85.553772070626,Center Back,81.0,4.0,25.0,3.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,16.2,0.0,2.4,0.0,5.0,0.6,0.0,0.8,1.0,1.0,0.0,0.0,0.0,61.15569823434992,54.09309791332263,90.6099518459069,69.58266452648475,90.4494382022472,87.56019261637239,43.90048154093098,42.45585874799358,80.73836276083468,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,66cca7ec30329ca89a998678,66cc5c112fbe4325c5b7d3c1,Kasam Football Academy,Seyi Akande,Under 21,Nigeria,1,,9.0,,,13.0,0.8,,,,0.6923076923076923,,,,,1.6553846153846157,54.62686567164179,Left Back,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.582089552238806,11.791044776119403,8.805970149253731,26.865671641791046,35.97014925373134,24.17910447761194,35.223880597014926,30.29850746268657,71.34328358208955,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,65c318a430dba1c8b1d7ca05,65c0ac728764bfc78a064638,GBAGADA FC,Seyi Ayinde,Under 21,Nigeria,1,,14.0,,,21.0,0.8,,,,0.6666666666666666,,,,,1.136,61.29032258064516,Central Midfielder,8.0,0.0,3.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,8.0,0.0,,,3.0,,,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.447580645161292,68.54838709677419,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,91.33064516129032,42.84274193548387,,,,,,,,,,,,,,,
2684,65c10b338764bfc78a0651da,65c0ac728764bfc78a064638,GBAGADA FC,Seyi Oladejo,Under 21,Nigeria,2,,18.0,,,28.0,0.8,,,,0.6428571428571429,,,,,0.5601904761904762,33.6,Attacking Midfielder,6.0,2.0,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,0.0,0.0,3.0,0.0,,,1.0,,,0.6666666666666666,1.0,0.0,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,21.46666666666667,32.266666666666666,29.86666666666667,27.866666666666667,53.86666666666666,92.26666666666667,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
263,65db7527f116cb77dcf9bbd5,65db6d019fb197fe2d181353,Sunshine Stars FC U-17,Shaibu Sodiq,Under 17,Nigeria,2,4.0,7.0,0.0,1.0,21.0,0.6,2.0,0.0,0.5,0.3333333333333333,77.33564013840831,26.124567474048444,16.782006920415224,4.385964912280701,-0.07000000000000002,7.894736842105263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,659b2288b1ae3ceb19c985ee,659b204a05e4836641080a06,Green Lock FC,Shallom Abah,Under 21,Nigeria,5,,58.0,,,72.0,0.8,,,,0.8055555555555556,,,,,1.5124444444444445,37.07865168539326,Center Back,35.0,3.0,4.0,1.0,13.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,0.0,7.0,0.4,2.6,0.0,0.8,0.2,0.4,1.0,1.0,1.0,0.0,1.0,0.0,55.69823434991974,83.22632423756019,20.626003210272874,44.2215088282504,90.4494382022472,87.56019261637239,46.78972712680578,42.45585874799358,31.219903691813805,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,66eb4dc5eff2d05c8a287f1e,66eb4addeff2d05c8a287e97,FC Basira,Shalon Benneth John,Under 21,Nigeria,6,,84.0,,,129.0,0.8,,,,0.6511627906976745,,,,,3.0820417412045327,88.28250401284109,Center Back,76.0,8.0,14.0,4.0,80.0,0.0,2.0,7.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,10.0,2.0,13.0,0.0,1.0,0.0,12.666666666666666,1.0,13.333333333333334,0.0,2.3333333333333335,0.6666666666666666,1.0,0.8,1.0,0.5384615384615384,0.0,1.0,0.0,18.619582664526487,54.09309791332263,61.63723916532905,71.91011235955057,90.4494382022472,53.45104333868379,99.75922953451042,42.45585874799358,63.88443017656501,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,659ee0c3472dd636329dec09,659e70046dedd29c22eacac5,NA Royal FC,Shamsu Lawan,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.3360000000000001,71.05263157894737,Center Forward ,,,,,,,,,,4.0,0.0,1.0,0.0,,,,1.0,1.0,1.0,0.0,6.0,,0.5,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.5,0.5,,,,,,31.57894736842105,,,93.00751879699249,94.28571428571428,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.6666666666666666,30.15037593984962,76.46616541353384,38.27067669172932
1448,65f10ac9e8c7a22179b88bca,65f100683798deb35c6fe81c,Niger Tornadoes U-17,Shamsudeen Aliyu,Under 17,Nigeria,2,,19.0,,,23.0,0.6,,,,0.8260869565217391,,,,,1.2135652173913043,23.434991974317818,Center Back,17.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,8.5,0.0,2.0,0.0,2.5,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,63.48314606741573,54.09309791332263,63.48314606741573,82.5040128410915,35.63402889245586,19.903691813804173,37.479935794542534,42.45585874799358,40.208667736757626,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,65f8fc5e06d95aa7af166dfd,65f8f56e8f1530b05b7d4de4,Kano Pillars FC U-17,Shamsudeen Rabiu,Under 17,Nigeria,3,,45.0,,,76.0,0.6,,,,0.5921052631578947,,,,,1.472061654135338,76.41129032258065,Central Midfielder,41.0,1.0,7.0,,,,,,,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,,5.0,0.0,13.666666666666666,0.0,,,2.3333333333333335,,,1.0,0.0,0.42857142857142855,,0.8,0.0,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,11.895161290322582,89.31451612903226,31.75403225806452,66.73387096774194,82.15725806451613,38.91129032258064,67.74193548387096,42.84274193548387,,,,,,,,,,,,,,,
1253,659c79df57d328afe5abd6ac,659c2f6a18d533c08337d3e8,De-Royal Stars Football Academy,Shamsudeen Umar,Under 21,Nigeria,2,,37.0,,,51.0,0.8,,,,0.7254901960784313,,,,,1.922039215686275,54.73515248796148,Center Back,17.0,1.0,7.0,1.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,2.0,0.0,2.0,0.0,8.5,0.0,3.0,0.0,3.5,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.0,34.430176565008026,83.22632423756019,77.52808988764045,60.91492776886035,75.04012841091493,48.87640449438202,51.28410914927769,42.45585874799358,40.208667736757626,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3059,663959a2d2c26bcb77039ade,66395141d2c26bcb770399f3,Ijebu Athletic,Sharomi Lukman,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.12,29.40340909090909,Left Winger,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,0.0,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.573863636363637,24.289772727272727,97.44318181818183
609,66eff8a192cc4b6fdb3c2c55,65edf5f8c1d4f4a38095d87e,B.E ARENA FA,Shedrach Bitrus,Under 19,Nigeria,1,,7.0,,,10.0,0.7,,,,0.7,,,,,0.427,7.780979827089338,Right Back,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.27665706051873,15.706051873198849,55.04322766570605,24.927953890489913,35.158501440922194,24.927953890489913,7.492795389048991,29.394812680115272,10.37463976945245,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,66f1d96888a1e74e94ca9f18,66f1cfc588a1e74e94ca9dfd,Barau FC,Shehu Sada,Under 21,Nigeria,1,,3.0,,,3.0,0.8,,,,1.0,,,,,0.288,5.377207062600322,Center Back,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.78972712680579,13.402889245585875,7.223113964686998,21.187800963081862,35.63402889245586,19.903691813804173,5.617977528089887,42.45585874799358,9.71107544141252,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,657a08ffbeada8b4f7457520,64ced31f37bcb6c2eb870538,Dannaz FC,Sherif Woleola,Under 21,Nigeria,2,,22.0,,,31.0,0.8,,,,0.7096774193548387,,,,,1.0371612903225806,36.811594202898554,Defensive Midfielder,14.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,7.0,0.0,,,0.5,,,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,25.79710144927536,39.85507246376812,33.18840579710145,26.3768115942029,13.768115942028986,33.6231884057971,87.97101449275362,,,,,,,,,,,,,,,,
