,player_id,team_id,team_name,player_name,level_y,country_y,matches_played,cumulative_conceded,cumulative_pass_value,cumulative_claims,cumulative_saves,attempted_passes,level_weight,rate_conceded,rate_claims,rate_saves,success_rate_passes,percentile_rate_conceded,percentile_rate_claims,percentile_rate_saves,percentile_pass_success,general_metric,general_metric_rank,player_role,cumulative_progressive,cumulative_tackle_value,cumulative_int_value,cumulative_block_value,cumulative_clearance_value,cumulative_rec_value,cumulative_g_duel_value,cumulative_a_duel_value,cumulative_cross_value,cumulative_shots,cumulative_is_goal,cumulative_progressivecv,cumulative_key_pass_value,cumulative_dribble_value,cumulative_assist,attempted_tackles,attempted_ground_duels,attempted_aerial_duels,attempted_crosses,attempted_dribbles,attempted_shots,rate_progressive,rate_progressive_carries,rate_clearance_value,rate_rec_value,rate_int_value,rate_block_value,rate_carries,success_rate_tackles,success_rate_ground_duels,success_rate_aerial_duels,success_rate_crosses,success_rate_dribbles,shot_accuracy,percentile_success_rate_passes,percentile_success_rate_tackles,percentile_rate_int_value,percentile_rate_block_value,percentile_success_rate_ground_duels,percentile_success_rate_aerial_duels,percentile_rate_clearance_value,percentile_success_rate_crosses,percentile_rate_progressive,percentile_rate_rec_value,cumulative_ground_duel_value,cumulative_aerial_duel_value,attempted_key_passes,attempted_assists,rate_key_pass_value,rate_dribble_value,rate_assist,rate_ground_duels,rate_aerial_duels,rate_tackle_value,success_rate_key_passes,success_rate_assists,percentile_pass_value,percentile_progressive,percentile_key_pass_value,percentile_dribble_value,percentile_tackle_value,percentile_ground_duels,percentile_aerial_duels,percentile_assists,rate_goals,percentile_goals,cumulative_dribbles,cumulative_assists,cumulative_crosses,cumulative_ground_duels,cumulative_aerial_duels,rate_dribbles,rate_shots,rate_assists,rate_crosses,success_rate_shots,percentile_dribbles,percentile_shots,percentile_crosses
2140,65f9a1683b2d056684741b74,65f993898f1530b05b7d519a,Gombe United FC U-17,Abacha Sallau,Under 17,Nigeria,2,,33.0,,,40.0,0.6,,,,0.825,,,,,1.1120999999999999,59.4758064516129,Central Midfielder,19.0,3.0,0.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,,2.0,0.0,9.5,0.0,,,0.0,,,1.0,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,63.70967741935484,74.8991935483871,31.75403225806452,84.77822580645162,82.15725806451613,38.91129032258064,31.75403225806452,42.84274193548387,,,,,,,,,,,,,,,
3416,65f3842722b08a4c01b5caa2,65f3741aaf975cb6d775f764,Kwara United U-17,Abasi Ibrahim,Under 17,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,30.627306273062732,,,37.08487084870848,34.87084870848708,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.985239852398525,26.199261992619927,32.10332103321033
909,66629506fe0345419d7e51bc,6521ca066c7c696507b2ef4a,R2 finesse football academy,Abasi Udofia-Odu Etim,Under 21,Nigeria,1,,8.0,,,8.0,0.8,,,,1.0,,,,,0.776,18.507462686567163,"Left Back,Center Back,Defensive Midfielder,Left Midfielder",4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.56716417910448,11.791044776119403,30.74626865671642,85.82089552238806,35.97014925373134,24.17910447761194,35.223880597014926,30.29850746268657,22.98507462686567,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,66629506fe0345419d7e51bc,6521ca066c7c696507b2ef4a,R2 finesse football academy,Abasi Udofia-Odu Etim,Under 21,Nigeria,5,,67.0,,,80.0,0.8,,,,0.8375,,,,,1.5841555555555558,51.04477611940299,Left Back,36.0,10.0,13.0,1.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,10.0,0.0,1.0,9.0,6.0,0.0,7.2,0.2,2.4,0.0,2.6,0.2,0.2,1.0,0.0,1.0,0.1111111111111111,1.0,0.0,73.13432835820896,81.49253731343283,66.26865671641791,56.56716417910448,35.97014925373134,86.56716417910447,60.895522388059696,62.089552238805965,42.68656716417911,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,663b6069da3fe0c048f09dd4,663b5c6ada3fe0c048f09d4f,Oyomesi FC,Abass Aderounmu Adisa,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.124,29.829545454545453,Left Winger,,,,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,1.0,2.0,2.0,2.0,,0.0,,,,,,,0.0,0.0,0.5,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,24.573863636363637,61.22159090909091,90.625
256,65dfc5d9aebeab1522a7328b,65dfbcf1b3c6da6e214cd2d3,Remo Stars FC U-17,Abass Wahab,Under 17,Nigeria,2,5.0,34.0,0.0,2.0,52.0,0.6,2.5,0.0,1.0,0.6538461538461539,86.33217993079585,26.124567474048444,29.757785467128027,28.771929824561404,0.03923076923076922,10.175438596491228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,65d3621672713b9d86bce3ed,65d355fbb3de508d324dd37f,The Charlessan FC,Abatan Ayomide Ayodele,Under 19,Nigeria,3,,92.0,,,108.0,0.7,,,,0.8518518518518519,,,,,2.9101851851851857,89.55223880597015,Left Back,59.0,3.0,9.0,2.0,10.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,9.0,0.0,0.0,19.666666666666668,0.0,3.3333333333333335,0.0,3.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.2222222222222222,0.0,0.0,76.71641791044776,81.49253731343283,72.23880597014926,76.71641791044776,90.14925373134328,86.56716417910447,73.28358208955224,74.4776119402985,90.8955223880597,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,65f395f322b08a4c01b5cd98,65f391e1af975cb6d775f854,Lobi Stars FC U-17,Abater Karshima,Under 17,Nigeria,2,,12.0,,,21.0,0.6,,,,0.5714285714285714,,,,,1.601285714285714,45.53314121037464,Right Back,20.0,5.0,4.0,2.0,14.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,6.0,1.0,0.0,10.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.5,0.8333333333333334,0.16666666666666666,0.0,0.0,12.82420749279539,82.27665706051873,55.04322766570605,86.1671469740634,74.20749279538906,78.96253602305475,98.55907780979827,65.85014409221903,51.15273775216138,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,66d8d0abdbacfbb7ea289344,65b632c88e12b465b6073675,Shooting Stars SC,Abayomi Adeboye,First Team,Nigeria,1,,,,,,1.0,,,,,,,,,0.0,9.323308270676693,Center Forward,,,,,,,,,,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
968,65af94832aa53f6373555160,65a7aef149c2290478ee7f63,Dominion Hotspurs FC,Abayomi Oluseye,Under 21,Nigeria,1,,2.0,,,2.0,0.8,,,,1.0,,,,,0.08000000000000002,1.1940298507462688,Left Back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.56716417910448,11.791044776119403,8.805970149253731,26.865671641791046,35.97014925373134,24.17910447761194,10.44776119402985,30.29850746268657,2.0895522388059704,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,66395d5ed2c26bcb77039b3d,66395141d2c26bcb770399f3,Ijebu Athletic,Abayomi Peter,Under 21,Nigeria,1,,8.0,,,10.0,0.8,,,,0.8,,,,,0.5632,33.86666666666667,Attacking Midfielder,4.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,4.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.73333333333334,42.8,29.86666666666667,27.866666666666667,18.0,36.8,33.2,41.86666666666667,0.0,39.86666666666667,,,,,,,,,,,,,
194,66fc950a5263f9fb5935b618,659f1c03610efe970f46de36,Onome Dupri FC,Abazi Wodu Jude,Under 21,Nigeria,1,3.0,13.0,0.0,2.0,19.0,0.8,3.0,0.0,2.0,0.6842105263157895,91.52249134948097,26.124567474048444,65.7439446366782,34.73684210526316,0.3747368421052631,31.929824561403507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,66fea0bfd819b51c5d3db583,66fe9aefd819b51c5d3db3b5,Yalo FC,Abba Abdullahi,Under 21,Nigeria,4,,80.0,,,91.0,0.8,,,,0.8791208791208791,,,,,1.9325934065934065,88.70967741935483,Central Midfielder,51.0,2.0,6.0,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,,2.0,0.0,12.75,0.0,,,1.5,,,0.6666666666666666,0.5,0.5,,1.0,0.0,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.0,0.0,77.92338709677419,86.49193548387096,31.75403225806452,84.77822580645162,49.29435483870967,80.84677419354838,71.875,42.84274193548387,,,,,,,,,,,,,,,
950,66f406fd4be30382c08d9f2f,66f3fc464be30382c08d9dac,Jega United FC,Abbas Tukur,Under 21,Nigeria,2,,4.0,,,6.0,0.8,,,,0.6666666666666666,,,,,0.3933333333333333,6.26865671641791,Left Back,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.701492537313435,81.49253731343283,8.805970149253731,26.865671641791046,35.97014925373134,24.17910447761194,10.44776119402985,30.29850746268657,6.26865671641791,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,668d8e4318f7da3e56ef79f7,668d805f18f7da3e56ef7999,Burkina Faso U17 Men,Abdoulaye Lateef Diaby,Under 17,Burkina Faso,5,,41.0,,,52.0,0.6,,,,0.7884615384615384,,,,,0.8706999999999999,53.333333333333336,"Attacking Midfielder,Left Midfielder",33.0,1.0,8.0,,,,,,,5.0,1.0,2.0,2.0,17.0,1.0,3.0,1.0,0.0,,24.0,0.0,6.6,0.4,,,1.6,,,0.3333333333333333,1.0,0.0,,0.7083333333333334,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.4,3.4,0.2,0.2,0.0,0.2,0.0,0.0,56.53333333333334,65.60000000000001,73.86666666666667,62.93333333333333,37.46666666666666,92.26666666666667,33.2,86.66666666666667,0.2,83.06666666666666,,,,,,,,,,,,,
598,6584920f5ec4909989367a75,672627d9c86f41113a13a78a,Afriskaut,Abdul Hamid,Under 19,Nigeria,1,,11.0,,,13.0,0.7,,,,0.8461538461538461,,,,,0.6437307692307692,10.951008645533141,Right Back,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,80.2593659942363,15.706051873198849,32.564841498559076,24.927953890489913,35.158501440922194,24.927953890489913,35.73487031700288,90.63400576368876,17.002881844380404,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,665f8f81cac1cd1376b775f3,665f8caacac1cd1376b77581,FC Bethel Sporting,Abdul Jeleeli Abdualateef,Under 19,Nigeria,3,,,,,,0.7,,,,,,,,,0.48727272727272725,86.93181818181817,Left Winger,,,,,,,,,,7.0,3.0,6.0,3.0,,,,2.0,0.0,9.0,7.0,11.0,,2.0,,,,,,,0.5,0.0,0.0,0.42857142857142855,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,0.0,,,,,,91.19318181818183,,,83.38068181818183,32.38636363636363,43.60795454545455,1.0,96.02272727272727,3.0,0.0,0.0,1.0,0.0,1.0,2.3333333333333335,0.0,0.0,0.6363636363636364,52.69886363636363,75.85227272727273,32.24431818181818
2592,66d2445e1c3f43d81b2fa9e0,66cf939e2398c99c1709d150,SULT DE KING FOOTBALL CLUB,Abdul Kingsley,Under 21,Nigeria,2,,21.0,,,35.0,0.8,,,,0.6,,,,,0.9623999999999999,58.13333333333334,Attacking Midfielder,11.0,2.0,2.0,,,,,,,3.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,3.0,,1.0,0.0,5.5,1.0,,,1.0,,,0.5,0.0,0.0,,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,12.4,57.333333333333336,80.13333333333334,84.8,44.266666666666666,36.8,33.2,41.86666666666667,0.5,90.66666666666666,,,,,,,,,,,,,
2572,65e3054b4820b1c0f776f340,65e302f9da6a2b27f144cf21,Plateau United FC U-17,Abdul Musa,Under 17,Nigeria,7,,99.0,,,125.0,0.6,,,,0.792,,,,,1.0249188571428571,63.46666666666667,Attacking Midfielder,60.0,4.0,16.0,,,,,,,11.0,4.0,1.0,4.0,0.0,0.0,6.0,3.0,2.0,,1.0,0.0,8.571428571428571,0.14285714285714285,,,2.2857142857142856,,,0.6666666666666666,1.0,0.5,,0.0,0.0,,,,,,,,,,,3.0,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.0,57.86666666666667,77.86666666666666,84.26666666666667,27.866666666666667,53.86666666666666,92.26666666666667,77.86666666666666,41.86666666666667,0.5714285714285714,93.60000000000001,,,,,,,,,,,,,
2207,66fdba72d819b51c5d3da279,66fdb4f1d819b51c5d3da225,Sokoto United,Abdul Rasheed Dabai,First Team,Nigeria,1,,11.0,,,15.0,1.0,,,,0.7333333333333333,,,,,0.852,45.96774193548387,Central Midfielder,4.0,0.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,4.0,0.0,,,1.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.34274193548387,40.221774193548384,31.75403225806452,27.116935483870968,18.951612903225808,38.91129032258064,31.75403225806452,98.28629032258065,,,,,,,,,,,,,,,
3129,66637bd7571ed71e0c81c8a6,66637498571ed71e0c81c7a7,MSJ RANGERS FOOTBALL CLUB,Abdul-Qadir Sumaila,Under 19,Ghana,1,,,,,,0.7,,,,,,,,,0.0,8.806818181818182,"Left Winger,Right Winger",,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.573863636363637,24.289772727272727,32.24431818181818
718,66a6d816deb2810c303ff7b3,66a6d443deb2810c303ff766,Kwara Football Academy,AbdulAzeez Sodiq,Under 21,Nigeria,6,,75.0,,,101.0,0.8,,,,0.7425742574257426,,,,,2.2814281628162814,75.5223880597015,Left Back,81.0,8.0,14.0,1.0,19.0,0.0,0.0,5.0,3.0,5.0,1.0,3.0,0.0,5.0,1.0,9.0,1.0,8.0,15.0,6.0,0.0,13.5,0.5,3.1666666666666665,0.0,2.3333333333333335,0.16666666666666666,0.5,0.8888888888888888,0.0,0.625,0.2,0.8333333333333334,0.0,33.731343283582085,61.791044776119406,61.34328358208955,55.37313432835821,35.97014925373134,65.07462686567163,72.83582089552239,71.94029850746269,73.5820895522388,50.14925373134328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,66a6d93cdeb2810c303ff7de,66a6d443deb2810c303ff766,Kwara Football Academy,AbdulWasiu AbdulKareem,Under 21,Nigeria,1,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,30.627306273062732,,,37.08487084870848,91.88191881918819,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.985239852398525,26.199261992619927,32.10332103321033
437,66a6d93cdeb2810c303ff7de,66a6d443deb2810c303ff766,Kwara Football Academy,AbdulWasiu AbdulKareem,Under 21,Nigeria,5,,49.0,,,69.0,0.8,,,,0.7101449275362319,,,,,1.8725292412617223,57.34870317002881,Right Back,55.0,8.0,8.0,2.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,17.0,1.0,0.0,11.0,0.6,3.6,0.0,1.6,0.4,0.6,1.0,0.0,0.0,0.058823529411764705,1.0,0.0,34.43804034582133,82.27665706051873,43.94812680115274,61.815561959654175,35.158501440922194,24.927953890489913,79.39481268011528,59.0778097982709,59.36599423631124,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,659ee2d5472dd636329decaa,659e70046dedd29c22eacac5,NA Royal FC,Abdulahi Awwalu,Under 21,Nigeria,2,,25.0,,,37.0,0.8,,,,0.6756756756756757,,,,,1.4260540540540543,33.22632423756019,Center Back,13.0,4.0,1.0,1.0,5.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,3.0,0.0,0.0,6.5,0.0,2.5,0.0,0.5,0.5,0.0,1.0,1.0,0.8333333333333334,1.0,0.0,0.0,24.077046548956663,83.22632423756019,16.53290529695024,60.91492776886035,90.4494382022472,70.46548956661316,45.34510433386838,97.6725521669342,28.41091492776886,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,66f40e694be30382c08da40c,66f3fc464be30382c08d9dac,Jega United FC,Abdulahi Ibrahim,Under 21,Nigeria,4,,34.0,,,48.0,0.8,,,,0.7083333333333334,,,,,1.522952380952381,37.56019261637239,Center Back,32.0,5.0,2.0,2.0,15.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,1.0,2.0,0.0,8.0,0.0,3.75,0.0,0.5,0.5,0.0,0.7142857142857143,0.0,1.0,0.0,1.0,0.0,31.13964686998395,46.14767255216694,16.53290529695024,60.91492776886035,35.63402889245586,87.56019261637239,62.84109149277689,42.45585874799358,36.597110754414125,50.08025682182986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,664755ad04627242c5d354d2,663b7820da3fe0c048f0a3b2,Ogbomoso United FC,Abdulahi Jamiu Ajadi,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.12,31.127819548872182,Center Forward,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,31.57894736842105,,,37.96992481203007,94.28571428571428,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.15037593984962,20.225563909774436,38.27067669172932
222,65d8dd4ca0e87f59040fbc4f,65d8d307bf04d63e496f44df,Glorious Day FC,Abdulahi Omotoshe,Under 19,Nigeria,2,0.0,26.0,0.0,1.0,36.0,0.7,0.0,0.0,0.5,0.7222222222222222,8.131487889273355,26.124567474048444,16.782006920415224,45.614035087719294,0.22555555555555556,22.105263157894736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,65f3fed722b08a4c01b5d36d,66a6d443deb2810c303ff766,Kwara Football Academy,Abdulateef Abdulsamad,Under 21,Nigeria,1,,,,,,0.8,,,,,,,,,0.18400000000000002,44.88721804511278,Center Forward ,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.89473684210526,20.225563909774436,38.27067669172932
3850,65f3fed722b08a4c01b5d36d,66a6d443deb2810c303ff766,Kwara Football Academy,Abdulateef Abdulsamad,Under 21,Nigeria,2,,,,,,0.8,,,,,,,,,0.144,36.46616541353384,Center Forward,,,,,,,,,,1.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,31.57894736842105,,,37.96992481203007,30.67669172932331,42.18045112781955,0.0,34.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,30.15037593984962,94.4360902255639,38.27067669172932
327,65c122d28764bfc78a0657ba,658d3dde385c5ca22a38be42,Valiant FC,Abdulazeez Abubakar,-,Nigeria,3,,49.0,,,59.0,1.0,,,,0.8305084745762712,,,,,2.9001937046004844,89.04899135446685,Right Back,40.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,13.333333333333334,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.0,71.46974063400576,82.27665706051873,63.40057636887608,24.927953890489913,91.06628242074927,89.76945244956772,7.492795389048991,74.06340057636888,75.07204610951008,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3121,65f10867e8c7a22179b88b88,65f100683798deb35c6fe81c,Niger Tornadoes U-17,Abdulazeez Musba’u,Under 17,Nigeria,3,,,,,,0.6,,,,,,,,,0.0,8.806818181818182,Left Winger,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,0.0,5.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,27.130681818181817,,,40.19886363636363,32.38636363636363,43.60795454545455,0.0,34.80113636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.573863636363637,24.289772727272727,32.24431818181818
614,664ba903e44872eaa77d334f,664b7b81e44872eaa77d2d34,Mavlon FC,Abdulazeez Ndaman Musa,Under 21,Nigeria,3,,8.0,,,9.0,0.8,,,,0.8888888888888888,,,,,0.27111111111111114,6.340057636887608,Right Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87.31988472622479,15.706051873198849,10.086455331412104,24.927953890489913,35.158501440922194,24.927953890489913,7.492795389048991,29.394812680115272,9.221902017291066,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,66f401914be30382c08d9de9,66f3fc464be30382c08d9dac,Jega United FC,Abdulaziz Tukur,Under 21,Nigeria,4,,54.0,,,71.0,0.8,,,,0.7605633802816901,,,,,2.2628450704225354,72.62247838616715,Right Back,54.0,3.0,9.0,0.0,10.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,12.0,0.0,0.0,13.5,0.25,2.5,0.0,2.25,0.0,0.25,0.75,0.0,1.0,0.25,0.0,0.0,54.7550432276657,52.305475504322764,62.680115273775215,24.927953890489913,35.158501440922194,89.76945244956772,65.12968299711815,72.62247838616715,75.79250720461094,50.14409221902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,66fea00cd819b51c5d3db552,66fe9aefd819b51c5d3db3b5,Yalo FC,Abdulaziz Yusuf,Under 21,Nigeria,3,,,,,,0.0,,,,,,,,,0.0,48.33948339483395,Right Winger,,,,,,,,,,0.0,0.0,3.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,30.627306273062732,,,37.08487084870848,34.87084870848708,41.32841328413284,0.0,38.00738007380074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.985239852398525,26.199261992619927,32.10332103321033
1926,66a83335b0b74f55a5f2a672,66a82735b0b74f55a5f2a5ca,House of Prayer FA,Abdulganiyu Yakub,Under 21,Nigeria,1,,4.0,,,4.0,0.8,,,,1.0,,,,,0.12,3.4782608695652173,Defensive Midfielder,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.2463768115942,3.768115942028986,33.18840579710145,26.3768115942029,13.768115942028986,33.6231884057971,24.347826086956523,,,,,,,,,,,,,,,,
2551,66a83335b0b74f55a5f2a672,66a82735b0b74f55a5f2a5ca,House of Prayer FA,Abdulganiyu Yakub,Under 21,Nigeria,7,,90.0,,,123.0,0.8,,,,0.7317073170731707,,,,,1.1353183401963889,69.06666666666666,Attacking Midfielder,45.0,5.0,2.0,,,,,,,4.0,1.0,0.0,1.0,1.0,1.0,11.0,3.0,6.0,,1.0,0.0,6.428571428571429,0.0,,,0.2857142857142857,,,0.45454545454545453,0.3333333333333333,0.6666666666666666,,1.0,0.0,,,,,,,,,,,1.0,4.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,41.333333333333336,64.53333333333333,60.53333333333333,84.8,40.266666666666666,74.13333333333333,82.8,85.2,0.14285714285714285,80.93333333333334,,,,,,,,,,,,,
